0,6,9,0,4,0,0,0,3,8
0,6,12,12,12,0,0,12,10,8
12,12,12,12,12,12,12,0,12,12
12,8,12,12,12,12,0,0,12,8
0,2,0,0,6,6,0,6,3,4
0,8,12,12,12,3,12,10,12,12
12,8,12,12,12,12,12,12,12,6
6,4,12,6,4,6,0,12,3,0
12,10,12,12,12,9,0,0,12,12
12,12,12,6,12,12,12,12,12,12
12,8,12,6,12,8,12,12,0,12
9,6,12,12,12,6,0,0,6,12
12,12,12,12,12,12,12,12,11,12
12,12,12,12,12,12,12,10,12,12
9,11,12,12,12,9,12,3,10,12
12,6,12,12,12,12,12,12,10,8
0,10,12,12,12,0,12,6,3,12
0,10,12,12,12,0,12,0,3,12
9,10,12,12,12,12,12,12,12,12
12,6,12,12,12,12,12,0,12,12
12,10,12,12,12,12,12,12,12,8
6,8,12,12,12,12,12,10,12,12
12,10,12,12,12,12,12,0,12,12
6,4,9,12,12,0,12,0,12,8
9,8,12,12,12,5,12,0,12,8
12,10,0,12,12,9,0,0,10,8
0,6,12,12,12,0,12,0,3,12
12,10,12,12,12,12,12,6,12,8
12,6,8,12,12,0,0,12,3,10
0,10,12,12,0,0,0,12,0,12
6,8,12,12,4,12,12,3,0,12
9,10,12,12,12,12,12,10,12,12
12,10,12,12,12,12,0,12,3,12
6,8,12,12,4,12,12,0,3,10
9,10,12,6,12,12,12,0,2,8
6,6,11,6,12,0,12,0,11,5
0,8,12,12,8,0,12,5,3,8
12,10,12,12,12,12,12,12,12,8
0,9,12,12,12,1,12,2,12,12
6,8,12,12,12,6,12,12,3,10
9,10,10,6,12,9,12,5,12,12
6,12,12,12,12,12,12,12,10,8
9,8,8,12,2,12,12,3,10,12
12,6,9,12,12,1,12,12,3,12
9,10,12,12,4,10,12,12,12,12
9,6,12,6,12,0,0,0,12,12
12,6,12,6,12,11,0,0,3,8
6,12,12,0,0,6,12,0,3,12
12,8,12,12,12,10,12,12,3,12
12,10,12,12,4,10,0,0,0,6
12,10,12,12,12,12,12,0,3,12
0,10,12,12,12,12,12,0,10,8
12,10,12,6,4,6,0,0,2,12
12,12,12,6,12,6,12,12,12,12
0,6,12,12,12,11,12,5,12,10
4,10,12,12,12,6,12,0,12,8
12,10,12,12,8,11,12,3,3,6
12,8,12,12,12,9,12,0,3,12
0,6,12,6,12,0,0,0,12,12
9,12,12,12,12,11,12,0,10,12
12,10,12,12,12,12,0,0,12,12
9,10,12,12,12,12,12,0,0,12
12,6,12,12,12,7,12,0,3,8
12,12,12,12,12,0,12,12,10,12
11,12,12,12,12,6,12,12,11,12
6,6,12,12,12,10,0,0,3,8
3,12,12,12,12,12,12,0,10,12
9,10,12,12,4,7,12,12,0,10
12,10,12,6,12,1,12,0,11,8
12,10,12,6,12,9,12,2,12,12
6,6,12,12,12,12,12,12,12,8
0,10,12,12,0,6,12,3,2,4
11,8,12,12,12,12,12,12,12,12
3,10,12,12,12,6,12,0,2,6
12,10,12,12,12,12,12,12,0,12
12,10,12,12,12,12,12,12,12,12
0,8,12,12,12,0,0,0,2,8
9,8,12,12,12,6,12,0,12,8
9,8,12,12,12,9,12,12,12,12
9,10,12,12,12,12,12,0,12,12
0,6,12,12,12,0,12,0,3,4
9,8,12,12,12,0,12,0,12,6
12,10,12,12,12,9,12,12,12,8
3,4,12,6,12,0,12,0,2,12
11,10,12,6,12,10,12,10,12,12
9,8,10,6,4,0,12,0,10,12
11,10,12,12,12,7,12,12,12,12
0,8,6,6,12,12,12,5,0,8
6,12,11,12,12,12,12,12,12,12
12,8,12,12,12,12,0,0,6,12
6,12,10,12,8,9,12,12,12,12
12,10,12,12,12,12,12,12,12,12
6,12,12,12,12,12,12,12,12,12
6,10,12,12,12,12,12,12,10,12
